"1","NYX Soft Matte Lip Cream # SMLC12 - BUENOSAIRES","NYX","ลิปแมตต์เนื้อครีมที่ได้รับความนิยมสูงสุด! เนื้อลิปนุ่มละมุนและให้ความชุ่มชื่นสู่ริมฝีปากมากกว่าลิปแมตต์อื่นๆ","http://www.konvy.com/static/team/2016/1110/14787537247101_280x280.jpg","lipstick"
"2","NYX Soft Matte Lip Cream # SMLC04 - LONDON","NYX","ลิปแมตต์เนื้อครีมที่ได้รับความนิยมสูงสุด! เนื้อลิปนุ่มละมุนและให้ความชุ่มชื่นสู่ริมฝีปากมากกว่าลิปแมตต์อื่นๆ","http://www.konvy.com/static/team/2016/1110/14787535439902_280x280.jpg","lipstick"
"3","NYX Soft Matte Lip Cream # SMLC22 - MOROCCO","NYX","ลิปแมตต์เนื้อครีมที่ได้รับความนิยมสูงสุด! เนื้อลิปนุ่มละมุนและให้ความชุ่มชื่นสู่ริมฝีปากมากกว่าลิปแมตต์อื่นๆ","http://www.konvy.com/static/team/2016/1110/14787541547309_280x280.jpg","lipstick"
"4","NYX Velvet Matte Lipstick # VMLS08 - DUCHESS","NYX","ลิปสติกเนื้อแมตต์ที่คงความชุ่มชื่นให้ริมฝีปากตลอดทั้งวัน  เฉดสีใหม่ที่สวยโดดเด่นและหรูหรา เปลี่ยนริมฝีปากซีดจางให้สดใสชวนสัมผัส","http://www.konvy.com/static/team/2016/1110/14787623896562_280x280.jpg","lipstick"
"5","NYX Soft Matte Lip Cream # SMLC33 - MANILA","NYX","ลิปแมตต์เนื้อครีมที่ได้รับความนิยมสูงสุด! เนื้อลิปนุ่มละมุนและให้ความชุ่มชื่นสู่ริมฝีปากมากกว่าลิปแมตต์อื่นๆ","http://www.konvy.com/static/team/2016/1110/14787602372402_280x280.jpg","lipstick"
"6","NYX Soft Matte Lip Cream # SMLC11 - MILAN","NYX","ลิปแมตต์เนื้อครีมที่ได้รับความนิยมสูงสุด! เนื้อลิปนุ่มละมุนและให้ความชุ่มชื่นสู่ริมฝีปากมากกว่าลิปแมตต์อื่นๆ","http://www.konvy.com/static/team/2016/1110/14787537036826_280x280.jpg","lipstick"
"7","NYX Soft Matte Lip Cream # SMLC05 - ANTWERP","NYX","ลิปแมตต์เนื้อครีมที่ได้รับความนิยมสูงสุด! เนื้อลิปนุ่มละมุนและให้ความชุ่มชื่นสู่ริมฝีปากมากกว่าลิปแมตต์อื่นๆ","http://www.konvy.com/static/team/2016/1110/14787535635334_280x280.jpg","lipstick"
"8","NYX Soft Matte Lip Cream # SMLC06 - ISTANBUL","NYX","ลิปแมตต์เนื้อครีมที่ได้รับความนิยมสูงสุด! เนื้อลิปนุ่มละมุนและให้ความชุ่มชื่นสู่ริมฝีปากมากกว่าลิปแมตต์อื่นๆ","http://www.konvy.com/static/team/2016/1110/14787535873436_280x280.jpg","lipstick"
"9","NYX Soft Matte Lip Cream # SMLC20 - COPENHAGEN","NYX","ลิปแมตต์เนื้อครีมที่ได้รับความนิยมสูงสุด! เนื้อลิปนุ่มละมุนและให้ความชุ่มชื่นสู่ริมฝีปากมากกว่าลิปแมตต์อื่นๆ","http://www.konvy.com/static/team/2016/1110/14787540898190_280x280.jpg","lipstick"
"10","NYX Soft Matte Lip Cream # SMLC23 - BERLIN","NYX","ลิปแมตต์เนื้อครีมที่ได้รับความนิยมสูงสุด! เนื้อลิปนุ่มละมุนและให้ความชุ่มชื่นสู่ริมฝีปากมากกว่าลิปแมตต์อื่นๆ","http://www.konvy.com/static/team/2016/1110/14787598315810_280x280.jpg","lipstick"
"11","NYX Soft Matte Lip Cream # SMLC10 - MONTE CARLO","NYX","ลิปแมตต์เนื้อครีมที่ได้รับความนิยมสูงสุด! เนื้อลิปนุ่มละมุนและให้ความชุ่มชื่นสู่ริมฝีปากมากกว่าลิปแมตต์อื่นๆ","http://www.konvy.com/static/team/2016/1110/14787536785335_280x280.jpg","lipstick"
"12","NYX Soft Matte Lip Cream # SMLC03 - TOKYO","NYX","ลิปแมตต์เนื้อครีมที่ได้รับความนิยมสูงสุด! เนื้อลิปนุ่มละมุนและให้ความชุ่มชื่นสู่ริมฝีปากมากกว่าลิปแมตต์อื่นๆ","http://www.konvy.com/static/team/2016/1110/14787535237891_280x280.jpg","lipstick"
"13","NYX Lip Lingerie # LIPLI02 - EMBELLISHMENT","NYX","ลิควิดลิปสติกที่ได้รับความนิยมไปทั่วโลก! เมื่อทาจะเซ็ตตัวเป็นลิปแมตต์ที่ติดทนยาวนานตลอดวัน โดดเด่นด้วยโทนที่นู้ดอบอุ่นคลาสสิค","http://www.konvy.com/static/team/2016/1110/14787608332608_280x280.jpg","lipstick"
"14","NYX Liquid Suede Cream Lipstick # LSCL02 - LIFE S A BEACH","NYX","ลิปสติกเนื้อครีมกำมะหยี่เรียบลื่น เมื่อแห้งจะกลายเป็นเนื้อแมตต์ที่กันน้ำและติดทนยาวนาน มอบสีสันที่โดดเด่นมีชีวิตชีวาทุกมุมมอง","http://www.konvy.com/static/team/2016/1110/14787604401358_280x280.jpg","lipstick"
"15","NYX Liquid Suede Cream Lipstick # LSCL11 - KITTEN HEELS","NYX","ลิปสติกเนื้อครีมกำมะหยี่เรียบลื่น เมื่อแห้งจะกลายเป็นเนื้อแมตต์ที่กันน้ำและติดทนยาวนาน มอบสีสันที่โดดเด่นมีชีวิตชีวาทุกมุมมอง","http://www.konvy.com/static/team/2016/1110/14787607685165_280x280.jpg","lipstick"
"16","NYX Lip Lingerie # LIPLI05 - BEAUTY MARK","NYX","ลิควิดลิปสติกที่ได้รับความนิยมไปทั่วโลก! เมื่อทาจะเซ็ตตัวเป็นลิปแมตต์ที่ติดทนยาวนานตลอดวัน โดดเด่นด้วยโทนที่นู้ดอบอุ่นคลาสสิค","http://www.konvy.com/static/team/2016/1110/14787609238812_280x280.jpg","lipstick"
"17","NYX Matte Lipstick # MLS45 - GOAL DIGGER","NYX","ลิปสติกเนื้อแมตต์เรียบลื่น อัดแน่นทุกอณูสีที่ชุ่มฉ่ำและติดทนยาวนาน","http://www.konvy.com/static/team/2016/1110/14787618633849_280x280.jpg","lipstick"
"18","NYX Matte Lipstick # MLS13 - ANGEL","NYX","ลิปสติกเนื้อแมตต์เรียบลื่น อัดแน่นทุกอณูสีที่ชุ่มฉ่ำและติดทนยาวนาน","http://www.konvy.com/static/team/2016/1110/14787527201402_280x280.jpg","lipstick"
"19","NYX Soft Matte Lip Cream # SMLC26 - HAVANA","NYX","ลิปแมตต์เนื้อครีมที่ได้รับความนิยมสูงสุด! เนื้อลิปนุ่มละมุนและให้ความชุ่มชื่นสู่ริมฝีปากมากกว่าลิปแมตต์อื่นๆ","http://www.konvy.com/static/team/2016/1110/14787600573842_280x280.jpg","lipstick"
"20","NYX Matte Lipstick # MLS17 - SWEET PINK","NYX","ลิปสติกเนื้อแมตต์เรียบลื่น อัดแน่นทุกอณูสีที่ชุ่มฉ่ำและติดทนยาวนาน","http://www.konvy.com/static/team/2016/1110/14787528162648_280x280.jpg","lipstick"
"21","NYX Matte Lipstick # MLS03 - HIPPIE CHIC","NYX","ลิปสติกเนื้อแมตต์เรียบลื่น อัดแน่นทุกอณูสีที่ชุ่มฉ่ำและติดทนยาวนาน","http://www.konvy.com/static/team/2016/1110/14787524792208_280x280.jpg","lipstick"
"22","NYX Soft Matte Lip Cream # SMLC01 - AMSTERDAM","NYX","ลิปแมตต์เนื้อครีมที่ได้รับความนิยมสูงสุด! เนื้อลิปนุ่มละมุนและให้ความชุ่มชื่นสู่ริมฝีปากมากกว่าลิปแมตต์อื่นๆ","http://www.konvy.com/static/team/2016/1110/14787534733439_280x280.jpg","lipstick"
"23","NYX Lip Lingerie # LIPLI01 - HONEYMOON","NYX","ลิควิดลิปสติกที่ได้รับความนิยมไปทั่วโลก! เมื่อทาจะเซ็ตตัวเป็นลิปแมตต์ที่ติดทนยาวนานตลอดวัน โดดเด่นด้วยโทนที่นู้ดอบอุ่นคลาสสิค","http://www.konvy.com/static/team/2016/1110/14787608149603_280x280.jpg","lipstick"
"24","NYX Liquid Suede Cream Lipstick # LSCL21 - BROOKLYN THORN","NYX","ลิปสติกเนื้อครีมกำมะหยี่เรียบลื่น เมื่อแห้งจะกลายเป็นเนื้อแมตต์ที่กันน้ำและติดทนยาวนาน มอบสีสันที่โดดเด่นมีชีวิตชีวาทุกมุมมอง","http://www.konvy.com/static/team/2016/1110/14787614032830_280x280.jpg","lipstick"
